name,description,latitude,longitude,state,image_url,type
Alcatraz Island,"Alcatraz Island is a small island about 1.25 miles offshore from San Francisco in San Francisco Bay, California, near the Golden Gate Strait. The island was developed in the mid-19th century with facilities for a lighthouse, a military fortification, and a military prison. In 1934, the island was converted into a federal prison, Alcatraz Federal Penitentiary. The strong tidal currents around the island and ice-cold water temperatures made escape nearly impossible, giving the prison one of the most notorious reputations of its kind in American history. The prison closed on March 21, 1963, leaving the island a major tourist attraction today.",37.82666667,-122.42277778,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Alcatraz_2021.jpg/330px-Alcatraz_2021.jpg,Manmade
Alma (1891),"Alma is an 1891-built scow schooner, which is now preserved as a National Historic Landmark at the San Francisco Maritime National Historical Park in San Francisco, California.",37.81041667,-122.42277778,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/1900alma.jpg/330px-1900alma.jpg,Manmade
Angelus Temple,"Angelus Temple is a Pentecostal megachurch in the Echo Park district of Los Angeles, California, United States. Founded by Aimee Semple McPherson in 1923, it is considered the first U.S. megachurch.",34.0762787,-118.2611031,California,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Angelus_Temple_Dream_Center_Service.jpg/330px-Angelus_Temple_Dream_Center_Service.jpg,Manmade
Juan de Anza House,"The Juan de Anza House, also known as the Casa de Anza, is a historic adobe house in San Juan Bautista, California. Built around 1830, Casa de Anza is a well-preserved example of residential construction from the period of Mexican California. It was declared a National Historic Landmark in 1970.",36.84362222,-121.53558333,California,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Casa_de_Anza_4256.jpg/330px-Casa_de_Anza_4256.jpg,Manmade
Aquatic Park Historic District,Aquatic Park Historic District is a National Historic Landmark and building complex on the San Francisco Bay waterfront within San Francisco Maritime National Historical Park.,37.8063,-122.424,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/San_Francisco_Maritime_Museum.jpg/330px-San_Francisco_Maritime_Museum.jpg,Manmade
Asilomar Conference Grounds,"Asilomar Conference Grounds is a conference center originally built for the Young Women's Christian Association (YWCA). It is located on the western tip of the Monterey Peninsula in Pacific Grove, California, near what was formerly known as Moss Beach. Between 1913 and 1929, architect Julia Morgan designed 16 buildings on the property, 11 of which remain standing today. The area is recognized as the homeland of the Rumsen Ohlone people.",36.61972222,-121.93138889,California,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Merrill_Hall_Asilomar_edit1.jpg/330px-Merrill_Hall_Asilomar_edit1.jpg,Manmade
Balboa Park (San Diego),"Balboa Park is a 1,200-acre (490 ha) historic urban cultural park in San Diego, California. Placed in reserve in 1835, the park's site is one of the oldest in the United States dedicated to public recreational use. The park hosts various museums, theaters, restaurants, and the San Diego Zoo. It is managed and maintained by the Parks and Recreation Department of the City of San Diego.",32.73138889,-117.14527778,California,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/El_Prado_Balboa_Park_2.jpg/330px-El_Prado_Balboa_Park_2.jpg,Manmade
Balclutha (1886),"Balclutha, also known as Star of Alaska, Pacific Queen, or Sailing Ship Balclutha, is a steel-hulled full-rigged ship that was built in 1886. She is representative of several different commercial ventures, including lumber, salmon, and grain. She is a U.S. National Historic Landmark and is currently preserved as part of San Francisco Maritime National Historical Park in San Francisco, California, although temporarily on display in Vallejo. She was added to the National Register of Historic Places on 7 November 1976.",38.104,-122.2715,California,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Balclutha_2016.jpg/330px-Balclutha_2016.jpg,Manmade
"Village Green, Los Angeles","Village Green, originally named Baldwin Hills Village, is a neighborhood at the foot of Baldwin Hills, within the city of Los Angeles, California. Village Green consists of a large condominium complex that is both a Los Angeles Historic-Cultural Monument and a National Historic Landmark. Designed in the late 1930s and completed by 1942, it is one of the oldest planned communities of its type in the nation. Village Green was named by The American Institute of Architects as one of the 100 most important architectural achievements in U.S. history.",34.01972222,-118.36083333,California,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Village_Green_Signage.jpg/330px-Village_Green_Signage.jpg,Manmade
Hubert H. Bancroft Ranch House,"The Hubert H. Bancroft Ranch House is a historic house museum at 9050 Memory Lane in Spring Valley, California. Built in 1856, it is the oldest Anglo-American building in the town. From 1885 until his death in 1918, it was home to Hubert Howe Bancroft, a pioneering historian of the western United States, Mexico, and Central America. Now managed by the local historical society as a museum, it was designated a National Historic Landmark in 1962 for its association with Bancroft, and was registered as a California Historical Landmark in 1958.",32.74555556,-117.00194444,California,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Bancroft_Ranch_House.jpg/330px-Bancroft_Ranch_House.jpg,Manmade
Bank of Italy Building (San Francisco),"The Bank of Italy Building, also known as the Clay-Montgomery Building, is a building in San Francisco, California. This eight-story building became the headquarters of A. P. Giannini's Bank of Italy in 1908 after the 1906 San Francisco earthquake and fire destroyed the original bank building on Montgomery Avenue in the nearby neighborhood of North Beach. The building was designated a National Historic Landmark in 1978 for its association with Giannini, who revolutionized retail banking in the early 20th century.",37.79451667,-122.40155278,California,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bank_of_Italy_Building_%28San_Francisco%29_edit1.jpg/330px-Bank_of_Italy_Building_%28San_Francisco%29_edit1.jpg,Manmade
Hollyhock House,"Hollyhock House is a house museum at Barnsdall Art Park in the East Hollywood neighborhood of Los Angeles, California, United States. The house, designed by the architect Frank Lloyd Wright for the heiress Aline Barnsdall, is named for the hollyhock-inspired motifs in its design. The main house, incorporating elements from multiple architectural styles, consists of three wings around a central courtyard. It was built alongside two guesthouses called Residence A and B, a garage building, the Schindler Terrace, and the Spring House. Rudolph Schindler, Richard Neutra, and Wright's son Lloyd Wright helped design the main house and the other buildings.",34.1,-118.29444444,California,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Aline_Barnsdall_Complex_%289736565582%29.jpg/330px-Aline_Barnsdall_Complex_%289736565582%29.jpg,Manmade
Berkeley (ferryboat),"Berkeley was one of several ferryboats of the Southern Pacific Railroad that for sixty years operated on San Francisco Bay between the Oakland Pier and the San Francisco Ferry Building. Built in 1898 by the Union Iron Works of San Francisco, she served after the 1906 earthquake, ferrying refugees across the bay to Oakland.",32.72095,-117.17395,California,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Berkeley_Ferry_and_U.S.S._Dolphin_at_the_Maritime_Museum_of_San_Diego.jpg/330px-Berkeley_Ferry_and_U.S.S._Dolphin_at_the_Maritime_Museum_of_San_Diego.jpg,Manmade
Big Four House,"The Big Four Building is a historic 19th-century building in Downtown Sacramento, California. It is now located within Old Sacramento State Historic Park and the Old Sacramento National Historic District.",38.58277778,-121.50333333,California,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Big_Four_Building%2C_Old_Sacramento-4064.jpg/330px-Big_Four_Building%2C_Old_Sacramento-4064.jpg,Manmade
"Bodie, California","Bodie is a ghost town in the Bodie Hills east of the Sierra Nevada mountain range in Mono County, California, United States. It is about 75 miles (121 km) southeast of Lake Tahoe, and 12 mi (19 km) east-southeast of Bridgeport, at an elevation of 8,379 feet (2554 m). Bodie became a boom town in 1876 after the discovery of a profitable vein of gold; by 1879 it had established 2,000 structures with a population of roughly 8,000 people.",38.21222222,-119.01222222,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Bodie_September_2016_019.jpg/330px-Bodie_September_2016_019.jpg,Manmade
Borax Lake site,"The Borax Lake site, also known as the Borax Lake–Hodges archaeological site and designated by the Smithsonian trinomial CA-LAK-36, is a prehistoric archaeological site near Clearlake, California. The site, a deeply stratified former lakeshore, contains evidence of the earliest known period of human habitation in what is now California, dating back 12,000 years. A portion of the site, designated a National Historic Landmark in 2006, is owned and preserved by the Archaeological Conservancy.",38.9834762,-122.6715391,California,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Borax_Lake%2C_California.jpg/330px-Borax_Lake%2C_California.jpg,Manmade
Bradbury Building,"The Bradbury Building is an architectural landmark in downtown Los Angeles, California, United States. Built in 1893, the five-story office building is best known for its extraordinary skylit atrium of access walkways, stairs and elevators, and their ornate ironwork. The building was commissioned by Los Angeles gold-mining millionaire Lewis L. Bradbury and constructed by architect George Wyman from the original design by Sumner Hunt. It appears in numerous works of fiction and has been the site of many movie and television shoots and music videos.",34.05053611,-118.24786111,California,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Bradbury_building_Los_Angeles_c2005_01383u_crop.jpg/330px-Bradbury_building_Los_Angeles_c2005_01383u_crop.jpg,Manmade
Luther Burbank Home and Gardens,"Luther Burbank Home and Gardens is a city park containing the former home, greenhouse, gardens, and grave of noted American horticulturist Luther Burbank (1849–1926). It is located at the intersection of Santa Rosa Avenue and Sonoma Avenue in Santa Rosa, California, in the United States. The park is open daily without charge; a fee is charged for guided tours. It is designated as a National Historic Landmark as well as a California Historical Landmark (#234).",38.43611111,-122.71166667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Luther_Burbank_Home_and_Gardens.jpg/330px-Luther_Burbank_Home_and_Gardens.jpg,Manmade
C.A. Thayer (1895),"C.A. Thayer is a schooner built in 1895 near Eureka, California. The schooner has been preserved and open to the public at the San Francisco Maritime National Historical Park since 1963. She is one of the last survivors of the sailing schooners in the West coast lumber trade to San Francisco from Washington, Oregon, and Northern California. She was designated a National Historic Landmark on 13 November 1966.",37.80916667,-122.42166667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/CA_Thayer_HAER_041940.jpg/330px-CA_Thayer_HAER_041940.jpg,Manmade
California Powder Works Bridge,"The California Powder Works Bridge is a historic covered bridge in Santa Cruz, California. It is a Smith truss bridge, built across the San Lorenzo River in 1872 by the California Powder Works, an explosives manufacturer whose factory complex stood on the river banks. The bridge was designated a National Historic Landmark in 2015 as one of the best-preserved national examples of the Smith truss. It is owned and maintained by the Paradise Park Masonic Club, and is open to pedestrian and vehicular traffic, with a posted weight limit of 5 tons.",37.01055556,-122.04388889,California,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/MASONIC_PARK_COVERED_BRIDGE%2C_SANTA_CRUZ_COUNTY%2C_CA.jpg/330px-MASONIC_PARK_COVERED_BRIDGE%2C_SANTA_CRUZ_COUNTY%2C_CA.jpg,Manmade
Mission San Carlos Borromeo de Carmelo,"Mission San Carlos Borromeo del Río Carmelo, first built in 1797, is one of the most authentically restored Catholic mission churches in California. Located at the mouth of Carmel Valley, California, it is on the National Register of Historic Places and is a National Historic Landmark.",36.54277778,-121.91916667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/16_21_0440_carmel_mission_%28cropped%29_%28cropped%29.jpg/330px-16_21_0440_carmel_mission_%28cropped%29_%28cropped%29.jpg,Manmade
Carrizo Plain,"The Carrizo Plain is a large enclosed grassland plain, approximately 50 miles (80 km) long and up to 15 miles (24 km) across, in southeastern San Luis Obispo County, California, United States, about 100 miles (160 km) northwest of Los Angeles. The southern portion of the Carrizo Plain is within the 246,812-acre (99,881 ha) Carrizo Plain National Monument, which also includes most of the Caliente Range. The Carrizo Plain is the largest single native grassland remaining in California. It includes Painted Rock in the Carrizo Plain Rock Art Discontiguous District, which is listed on the National Register of Historic Places. In 2012 it was further designated a National Historic Landmark due to its archeological value. The San Andreas Fault occurs along the eastern edge of the Carrizo Plain at the western base of the Temblor Range.",35.1913582,-119.792908,California,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Aerial-SanAndreas-CarrizoPlain.jpg/330px-Aerial-SanAndreas-CarrizoPlain.jpg,Manmade
José Castro House,"The José Castro House, sometimes known as the Castro-Breen Adobe, is a historic adobe home in San Juan Bautista, California, facing the Plaza de San Juan. The Monterey Colonial style house was built 1838-41 by General José Antonio Castro, a former Governor of Alta California. It was later sold to the Breen family, who lived there until 1933, when the house became a museum as part of San Juan Bautista State Historic Park.",36.84466111,-121.53468333,California,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/San_Juan_Bautista%2C_CA_USA_-General_Jose_Castro_House%2C_built_in_1839-1841_-_panoramio_%28cropped%29.jpg/330px-San_Juan_Bautista%2C_CA_USA_-General_Jose_Castro_House%2C_built_in_1839-1841_-_panoramio_%28cropped%29.jpg,Manmade
Chicano Park,"Chicano Park is a 7.9 acres (32,000 m2) park located beneath the San Diego–Coronado Bridge in Barrio Logan, a predominantly Chicano or Mexican American and Mexican-migrant community in central San Diego, California. The park is home to the country's largest collection of outdoor murals, as well as various sculptures, earthworks, and an architectural piece dedicated to the cultural heritage of the community.",32.7,-117.14305556,California,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Symbolic_Mural_CP.jpg/330px-Symbolic_Mural_CP.jpg,Manmade
"Coloma, California","Coloma is a census-designated place in El Dorado County, California, United States. It is approximately 36 miles (58 km) northeast of Sacramento, California. Coloma is most noted for being the site where James W. Marshall found gold in the Sierra Nevada foothills, at Sutter's Mill on January 24, 1848, leading to the California gold rush. Coloma's population is 529.",38.80277778,-120.89444444,California,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Coloma%2C_California_street2.jpg/330px-Coloma%2C_California_street2.jpg,Manmade
Columbia State Historic Park,"Columbia State Historic Park, also known as Columbia Historic District, is a state park unit and National Historic Landmark District preserving historic downtown Columbia, California, United States. It includes almost 30 buildings built during the California Gold Rush, most of which remain today. It was declared a National Historic Landmark in 1961.",38.03583333,-120.40111111,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/ColumbiaCAMainSt.jpg/330px-ColumbiaCAMainSt.jpg,Manmade
Rotchev House,"The Rotchev House is a historic house at Fort Ross State Historic Park in the U.S. state of California. Built in 1812, it is the fort's only building to survive from the period of the Russian-American Company's California settlement. It is one of a very small number of Russian-built structures in the United States, and was designated a National Historic Landmark in 1970 as the Commander's House, Fort Ross.",38.84777778,-123.24361111,California,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rotchev_House.jpg/330px-Rotchev_House.jpg,Manmade
Coso Rock Art District,"Coso Rock Art District is a rock art site containing over 100,000 Petroglyphs by Paleo-Indians and/or Native Americans. The district is located near the towns of China Lake and Ridgecrest, California. Big and Little Petroglyph Canyons were declared a National Historic Landmark in 1964. In 2001, they were incorporated into this larger National Historic Landmark District. There are several other distinct canyons in the Coso Rock Art District besides the Big and Little Petroglyph Canyons. Also known as Little Petroglyph Canyon and Sand Tanks, Renegade Canyon is but one of several major canyons in the Coso Range, each hosting thousands of petroglyphs. The majority of the Coso Range images fall into one of six categories: bighorn sheep, entopic images, anthropomorphic or human-like figures, other animals, weapons & tools, and ""medicine bag"" images. Scholars have proposed a few potential interpretations of this rock art. The most prevalent of these interpretations is that they could have been used for rituals associated with hunting.",36.778261,-119.4179324,California,https://upload.wikimedia.org/wikipedia/commons/b/b4/Coso_sheep.jpg,Manmade
Donner Memorial State Park,"Donner Memorial State Park is a state park of California, US, preserving the site of the Donner Camp, where members of the ill-fated Donner Party were trapped by weather during the winter of 1846–1847. Caught without shelter or adequate supplies, members of the group resorted to cannibalism to survive. The Sierra Nevada site has been designated a National Historic Landmark. The state park contains the Emigrant Trail Museum and the Pioneer Monument dedicated to the travelers of the Emigrant Trail.",39.32,-120.24166667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Donner_Memorial_State_Park.jpg/330px-Donner_Memorial_State_Park.jpg,Manmade
Drakes Bay,"Drakes Bay is a 4-mile-wide (6 km) bay along the Point Reyes National Seashore on the coast of northern California in the United States, approximately 30 mi (50 km) northwest of San Francisco at approximately 38 degrees north latitude. The bay is approximately 8 mi (13 km) wide. It is formed on the lee side of the coastal current by Point Reyes. An alternative name for this bay is Puerto De Los Reyes.",38.01194444,-122.91916667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Drakes_Bay_Seacliffs.JPG/330px-Drakes_Bay_Seacliffs.JPG,Manmade
Eames House,"The Eames House is a landmark of mid-20th century modern architecture located at 203 North Chautauqua Boulevard in the Pacific Palisades neighborhood of Los Angeles. It was constructed in 1949, by husband-and-wife design pioneers Charles and Ray Eames, to serve as their home and studio. The house was commissioned by Arts & Architecture magazine as part of its Case Study House program, challenging architects to design progressive, but modest, homes in Southern California. Charles and Ray moved into the home on Christmas Eve in 1949 and never moved out. Charles's daughter, Lucia Eames, inherited the home and created the non-profit organization, the Eames Foundation, in 2004. Still a historic house museum maintained by the Eames Foundation, it was designated a National Historic Landmark in 2006 and serves as a pilgrimage site for nearly 20,000 visitors a year.",34.02972222,-118.51944444,California,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Eames_house_entry.jpg/330px-Eames_house_entry.jpg,Manmade
Elmshaven,"Elmshaven is a historic house museum at 125 Glass Mountain Lane in St. Helena, California, United States. Also known as Ellen White House or Robert Pratt Place, it was the home of Ellen G. White from 1900 until her death in 1915. She was notable for her prophetic ministry, which was instrumental in founding the Sabbatarian Adventist movement that led to the rise of the Seventh-day Adventist Church, and for her advocacy in favor of the establishment of medical clinics. It is now owned and operated by the Seventh-day Adventist Church as an Adventist historic site, and was designated a National Historic Landmark in 1993.",38.53738889,-122.47905556,California,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Elmshaven_%282018%29.jpg/330px-Elmshaven_%282018%29.jpg,Manmade
Casa de Estudillo,"The Casa de Estudillo, also known as the Estudillo House, is a historic adobe house in San Diego, California, United States. It was constructed in 1827 by José María Estudillo and his son José Antonio Estudillo, early settlers of San Diego and members of the prominent Estudillo family of California, and was considered one of the finest houses in Mexican California. It is located in Old Town San Diego State Historic Park, and is designated as both a National and a California Historical Landmark in its own right.",32.75397778,-117.19578056,California,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Casa_de_Estudillo_-_main_entrance.jpg/330px-Casa_de_Estudillo_-_main_entrance.jpg,Manmade
Eureka (ferryboat),"Eureka is a side-wheel paddle steamboat, built in 1890, which is now preserved at the San Francisco Maritime National Historical Park in San Francisco, California. Originally named Ukiah to commemorate the railway's recent extension into the City of Ukiah, the boat was built by the San Francisco and North Pacific Railroad Company at their Tiburon yard. Eureka has been designated a National Historic Landmark and was listed in the National Register of Historic Places on April 24, 1973.",37.80972222,-122.42166667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Eureka-1.jpg/330px-Eureka-1.jpg,Manmade
USCGC Fir (WLM-212),"The United States Coast Guard Cutter Fir  was the last lighthouse tender built specifically for the United States Lighthouse Service to resupply lighthouses and lightships, and to service buoys. Fir was built by the Moore Drydock Company in Oakland, California in 1939. On 22 March 1939, the U.S. Lighthouse Tender Fir was launched. She was steam driven with twin screws, 175 feet (53 m) in length, had a beam of 32 feet (9.8 m), drew 11 feet 3 inches (3.43 m) of water, and displaced 885 tons. Fir was fitted with a reinforced bow and stern, and an ice-belt at her water-line for icebreaking. She was built with classic lines and her spaces were lavishly appointed with mahogany, teak, and brass. The crew did intricate ropework throughout the ship. The cost to build Fir was approximately US$390,000. Fir's homeport was Seattle, Washington for all but one of her fifty one years of service when she was temporarily assigned to Long Beach, California when USCGC Walnut was decommissioned on 1 July 1982.",38.0581946,-121.5005707,California,https://upload.wikimedia.org/wikipedia/commons/0/0d/USCGC_Fir_B%26W.jpg,Manmade
"First Church of Christ, Scientist (Berkeley, California)","First Church of Christ, Scientist, Berkeley, now also known as Christian Science Society, Berkeley, is a Christian Science church, located at 2619 Dwight Way at Bowditch Street across the street from People's Park, in Berkeley, in Alameda County, California.",37.86576389,-122.25604167,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/First_Church_of_Christ_Scientist.jpg/330px-First_Church_of_Christ_Scientist.jpg,Manmade
James C. Flood Mansion,"The James C. Flood Mansion is a historic mansion at 1000 California Street, atop Nob Hill in San Francisco, California, USA. Now home of the Pacific-Union Club, it was built in 1886 as the townhouse for James C. Flood, a 19th-century silver baron. It was the first brownstone building west of the Mississippi River, and the only mansion on Nob Hill to structurally survive the 1906 San Francisco earthquake and fire. It was declared a National Historic Landmark in 1966.",37.792011,-122.411377,California,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/James_C._Flood_Mansion_in_July_2021-01455.jpg/330px-James_C._Flood_Mansion_in_July_2021-01455.jpg,Manmade
Folsom Powerhouse State Historic Park,Folsom Powerhouse State Historic Park is a historical site preserving an 1895 alternating current (AC) hydroelectric power station—one of the first in the United States.,38.68055556,-121.17555556,California,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Folsom_Powerhouse_Close.JPG/330px-Folsom_Powerhouse_Close.JPG,Manmade
"Fort Ross, California","Fort Ross is a former Russian establishment on the west coast of North America in what is now Sonoma County, California. Owned and operated by the Russian-American Company, it was the hub of the southernmost Russian settlements in North America from 1812 to 1841. Notably cosmopolitan, different ethnic groups settled in and around the fort: Native Californians, Native Alaskans, Russians, Finns, Swedes. It has been the subject of archaeological investigation and is a California Historical Landmark, a National Historic Landmark, and on the National Register of Historic Places. It is part of California's Fort Ross State Historic Park.",38.51444444,-123.24361111,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Russian_chapel_at_Fort_Ross_%282016%29.jpg/330px-Russian_chapel_at_Fort_Ross_%282016%29.jpg,Manmade
Fresno Municipal Sanitary Landfill,"Fresno Municipal Sanitary Landfill in Fresno, California, was the first modern landfill in the U.S., pioneering the use of trenching, compacting, and daily burial to combat rodent and debris problems. It became a model for other landfills around the country, and one of the longest-lived. The landfill was operated by the City of Fresno from 1937 until 1987, when it was closed. At that time, the landfill had reached the size of 145 acres (0.59 km2).",36.7,-119.82972222,California,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/FresnoLandfillEPA.png/330px-FresnoLandfillEPA.png,Manmade
"Gamble House (Pasadena, California)","The Gamble House, also known as the David B. Gamble House, is a historic American Craftsman home in Pasadena California designed by the architectural firm of Greene and Greene. Constructed in 1908–1909 as a winter home for David B. Gamble, son of Procter & Gamble founder, James Gamble, it is a National Historic Landmark and a California Historical Landmark. It is open to the public regularly for tours and events.",34.15156111,-118.1608,California,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Gamble_House_2016-1.jpg/330px-Gamble_House_2016-1.jpg,Manmade
Rafael Gonzalez House,"The Rafael Gonzalez House is an historic house in the historic center of the city of Santa Barbara, California. Built in 1825, it is one of a small number of surviving adobe houses from the Mexican period of California history. It was designated a National Historic Landmark on April 15, 1970, and added to the National Register of Historic Places.",34.42421667,-119.69585556,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Rafael-gonzales-house.jpg/330px-Rafael-gonzales-house.jpg,Manmade
Rancho Guajome Adobe,"Rancho Guajome Adobe is a historic 19th-century hacienda in Rancho Guajome Adobe County Park, on North Santa Fe Avenue in Vista in San Diego County, California. Built in 1852–53, it is a well-preserved but late example of Spanish-Mexican colonial architecture, and was designated a National Historic Landmark in 1970. It is also a California Historical Landmark and on the National Register of Historic Places.",33.23321944,-117.25400556,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Guajome_Ranch_House_2012-09-21_13-28-14.jpg/330px-Guajome_Ranch_House_2012-09-21_13-28-14.jpg,Manmade
Tuluwat Island,"Tuluwat Island is located on Humboldt Bay within the city of Eureka, California. The 1860 massacre of the Wiyot people was perpetrated in the village of Tolowot or Tuluwat on this island. A National Historic Landmark encompasses the midden at Gunther Island Site 67. Since October 21, 2019, the Wiyot Tribe have had the land deed to almost all of the island.",40.81,-124.17,California,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Indian_Island_Tolowot_California.jpg/330px-Indian_Island_Tolowot_California.jpg,Manmade
Hale Solar Laboratory,"The Hale Solar Laboratory is a historic astronomical observatory in Pasadena, Los Angeles County, California, United States. Built in 1923, it was the laboratory of astronomer George Ellery Hale (1868-1938), a pioneering figure in the development of the discipline of astrophysics in the United States. The building, a distinctive blend of Mission Revival and Spanish Colonial Revival styles, was designated a National Historic Landmark in 1989.",34.13295278,-118.12061944,California,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Hale_Solar_Laboratory_2008.jpg/330px-Hale_Solar_Laboratory_2008.jpg,Manmade
Hanna–Honeycomb House,"The Hanna–Honeycomb House, also known as simply the Hanna House, located on the Stanford University campus in Stanford, California, United States, was Frank Lloyd Wright's first work in the Bay Area and his first work with non-rectangular structures. The house was chosen by the American Institute of Architects as one of seventeen buildings by the architect to be retained as an example of his contribution to American culture. It was recognized as a National Historic Landmark on June 29, 1989.",37.41601389,-122.16355278,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Hanna_House_10.JPG/330px-Hanna_House_10.JPG,Manmade
Harada House,"The Harada House is a historic house in Riverside, California. The house was the focus of a critical application of the California Alien Land Law of 1913, which prevented foreigners who were ineligible for citizenship from owning property. The state of California attempted to seize the property from the family in California v. Harada, but the Haradas ultimately won the case and retained ownership of the house. The house, created in 1884 and built upon by the Harada family, was declared a National Historic Landmark in 1990 and is currently overseen by the Museum of Riverside.",33.985,-117.36916667,California,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Harada_House_20091024c.jpg/330px-Harada_House_20091024c.jpg,Manmade
Hearst Castle,"Hearst Castle, known formally as La Cuesta Encantada, is a historic estate in San Simeon, located on the Central Coast of California. Conceived by William Randolph Hearst, the publishing tycoon, and his architect Julia Morgan, the castle was built between 1919 and 1947. Today, Hearst Castle is a museum open to the public as a California State Park and registered as a National Historic Landmark and California Historical Landmark.",35.68527778,-121.16777778,California,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Hearst_Castle_Casa_Grande_September_2012_panorama_2.jpg/330px-Hearst_Castle_Casa_Grande_September_2012_panorama_2.jpg,Manmade
Hercules (1907),"Hercules is a 1907-built steam tugboat that is now preserved at the San Francisco Maritime National Historical Park in San Francisco, California.",37.81,-122.42222222,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Hercules_%28steam_tug%2C_San_Francisco%29.JPG/330px-Hercules_%28steam_tug%2C_San_Francisco%29.JPG,Manmade
Lou Henry Hoover House,"The Hoover House, formally known as the Lou Henry Hoover House or the Lou Henry and Herbert Hoover House, is a historic house located on the campus of Stanford University in Stanford, California, United States. Completed in 1920, it is the former house of Herbert Hoover, 31st president of the United States, and his wife Lou Henry Hoover, who designed it. It is now the official home of the president of Stanford. In addition to its importance as a residence of the Hoovers, the house is a significant early example of the International Style of architecture. It was designated a National Historic Landmark in 1985.",37.41771111,-122.16887778,California,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Lou_Henry_Hoover_House_from_NW.jpg/330px-Lou_Henry_Hoover_House_from_NW.jpg,Manmade
USS Hornet (CV-12),"USS Hornet (CV/CVA/CVS-12) is an Essex-class aircraft carrier built for the United States Navy (USN) during World War II. Completed in late 1943, the ship was assigned to the Fast Carrier Task Force in the Pacific Ocean, the navy's primary offensive force during the Pacific War. The ship was also used to recover the Apollo 11 crew.",37.77254167,-122.30284167,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/USS_Hornet_%28CVS-12%29_underway_in_1969.jpg/330px-USS_Hornet_%28CVS-12%29_underway_in_1969.jpg,Manmade
Hotel del Coronado,"The Hotel del Coronado, also known as The Del and Hotel Del, is a historic beachfront hotel in Coronado, California, just across San Diego Bay from San Diego. A rare surviving example of an American architectural genre—the wooden Victorian beach resort—it was designated a California Historical Landmark in 1970 and a National Historic Landmark in 1977. It is the second-largest wooden structure in the United States.",32.6809,-117.1784,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Hotel_Del_Coronado_Drone_Picture_Turf_Lawn.jpg/330px-Hotel_Del_Coronado_Drone_Picture_Turf_Lawn.jpg,Manmade
