name,description,latitude,longitude,image_url,type,source,state
Lassen Volcanic National Park,"Lassen Volcanic National Park is a national park of the United States in northeastern California. The dominant feature of the park is Lassen Peak, the largest plug dome volcano in the world and the southernmost volcano in the Cascade Range. Lassen Volcanic National Park is one of the few areas in the world where all four types of volcanoes can be found: plug dome, shield, cinder cone, and stratovolcano.",40.49805556,-121.4275,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Lassen_Peak_and_Lake_Helen.jpg/330px-Lassen_Peak_and_Lake_Helen.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Lassen_Volcanic_National_Park,California
Mammoth Cave National Park,"Mammoth Cave National Park is a national park of the United States in south-central Kentucky. It encompasses portions of Mammoth Cave, the longest known cave system in the world. The park's 52,830 acres (21,380 ha) are located primarily in Edmonson County, with small areas extending eastward into Hart and Barren counties. The Green River runs through the park, with a tributary called the Nolin River feeding into the Green just inside the park.",37.18694444,-86.10111111,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Mammoth_Cave_Rotunda_%28USGS_Lwt02830%29.jpg/330px-Mammoth_Cave_Rotunda_%28USGS_Lwt02830%29.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Mammoth_Cave_National_Park,Kentucky
Mesa Verde National Park,"Mesa Verde National Park is a national park of the United States and UNESCO World Heritage Site located in Montezuma County, Colorado, and the only World Heritage Site in Colorado. The park protects some of the best-preserved Ancestral Puebloan ancestral sites in the United States.",37.1838,-108.4887,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Cliff_Palace-Colorado-Mesa_Verde_NP.jpg/330px-Cliff_Palace-Colorado-Mesa_Verde_NP.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Mesa_Verde_National_Park,Colorado
Mount Rainier National Park,"Mount Rainier National Park is a national park of the United States located in southeast Pierce County and northeast Lewis County in Washington state. The park was established on March 2, 1899, as the fourth national park in the United States, preserving 236,381 acres including all of Mount Rainier, a 14,410-foot (4,390 m) stratovolcano. The mountain rises abruptly from the surrounding land with elevations in the park ranging from 1,600 feet to over 14,000 feet (490–4,300 m). The highest point in the Cascade Range, Mount Rainier is surrounded by valleys, waterfalls, subalpine meadows, and 91,000 acres of old-growth forest. More than 25 glaciers descend the flanks of the volcano, which is often shrouded in clouds that dump enormous amounts of rain and snow.",46.85,-121.75,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Mount_Rainier_from_above_Myrtle_Falls_in_August.JPG/330px-Mount_Rainier_from_above_Myrtle_Falls_in_August.JPG,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Mount_Rainier_National_Park,Washington
New River Gorge National Park and Preserve,"The New River Gorge National Park and Preserve is a United States national park and preserve designed to protect and maintain the New River Gorge in southern West Virginia in the Appalachian Mountains. Established in 1978 as a national river and redesignated in 2020, the park and preserve stretches for 53 miles (85 km) from just downstream of Hinton to Hawks Nest State Park near Ansted.",37.96083333,-81.08166667,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Grandview_Overlook%2C_New_River.jpg/330px-Grandview_Overlook%2C_New_River.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/New_River_Gorge_National_Park_and_Preserve,West Virginia
North Cascades National Park,"North Cascades National Park is a national park of the United States in Washington. At more than 500,000 acres (200,000 ha), it is the largest of the three National Park Service units that comprise the North Cascades National Park Complex. North Cascades National Park consists of a northern and southern section, bisected by the Skagit River that flows through the reservoirs of Ross Lake National Recreation Area. Lake Chelan National Recreation Area lies on the southern border of the south unit of the park. In addition to the two national recreation areas, other protected lands including several national forests and wilderness areas, as well as Canadian provincial parks in British Columbia, nearly surround the park. North Cascades National Park features the rugged mountain peaks of the North Cascades Range, the most expansive glacial system in the contiguous United States, the headwaters of numerous waterways, and vast forests with the highest degree of flora biodiversity of any American national park.",48.83277778,-121.3475,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cascade_Pass_and_Pelton_Basin.jpg/330px-Cascade_Pass_and_Pelton_Basin.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/North_Cascades_National_Park,Washington
Olympic National Park,"Olympic National Park is a national park of the United States located in Washington, on the Olympic Peninsula. The park has four regions: the Pacific coastline, alpine areas, the west-side temperate rainforest, and the forests of the drier east side. Within the park there are three distinct ecosystems, including subalpine forest and wildflower meadow, temperate forest, and the rugged Pacific coast.",47.96935,-123.49856,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Cedar_Creek_Abbey_Island_Ruby_Beach.jpg/330px-Cedar_Creek_Abbey_Island_Ruby_Beach.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Olympic_National_Park,Washington
Petrified Forest National Park,"Petrified Forest National Park is a national park of the United States in Navajo and Apache counties in northeastern Arizona. Named for its large deposits of petrified wood, the park covers about 346 square miles, encompassing semi-desert shrub steppe as well as highly eroded and colorful badlands. The park's headquarters is about 26 miles (42 km) east of Holbrook along Interstate 40 (I-40), which parallels the BNSF Railway's Southern Transcon, the Puerco River, and historic U.S. Route 66, all crossing the park roughly east–west. The site, the northern part of which extends into the Painted Desert, was declared a national monument in 1906 and a national park in 1962. The park received 644,922 recreational visitors in 2018.",35.08805556,-109.80638889,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Jasper_Forest_at_Petrified_Forest_NP_in_AZ_12.jpg/330px-Jasper_Forest_at_Petrified_Forest_NP_in_AZ_12.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Petrified_Forest_National_Park,Arizona
Pinnacles National Park,"Pinnacles National Park is a national park of the United States protecting a mountainous area located east of the Salinas Valley in Central California, about five miles (8 km) east of Soledad and 80 miles (130 km) southeast of San Jose. The park's namesakes are the eroded leftovers of the western half of an extinct volcano that has moved 200 miles (320 km) from its original location on the San Andreas Fault, embedded in a portion of the California Pacific Coast Ranges. Pinnacles is managed by the National Park Service and the majority of the park is protected as wilderness.",36.48694444,-121.16694444,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Rock_formations_at_Pinnacles_National_Park.jpg/330px-Rock_formations_at_Pinnacles_National_Park.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Pinnacles_National_Park,California
Redwood National and State Parks,"The Redwood National and State Parks (RNSP) are a complex of one United States national park and three California state parks located along the coast of northern California. The combined RNSP contain Redwood National Park, Del Norte Coast Redwoods State Park, Jedediah Smith Redwoods State Park, and Prairie Creek Redwoods State Park. The parks' 139,000 acres preserve 45 percent of all remaining old-growth coast redwood forests.",41.3,-124,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Redwood_National_Park%2C_fog_in_the_forest.jpg/330px-Redwood_National_Park%2C_fog_in_the_forest.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Redwood_National_and_State_Parks,California
Rocky Mountain National Park,"Rocky Mountain National Park is a national park of the United States located approximately 55 mi (89 km) northwest of Denver in north-central Colorado, within the Front Range of the Rocky Mountains. The park is situated between the towns of Estes Park to the east and Grand Lake to the west. The eastern and western slopes of the Continental Divide run directly through the center of the park with the headwaters of the Colorado River located in the park's northwestern region. The main features of the park include mountains, alpine lakes and a wide variety of wildlife within various climates and environments, from wooded forests to mountain tundra.",40.3466,-105.7364,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Rocky_Mountain_National_Park_in_September_2011_-_Glacier_Gorge_from_Bear_Lake.JPG/330px-Rocky_Mountain_National_Park_in_September_2011_-_Glacier_Gorge_from_Bear_Lake.JPG,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Rocky_Mountain_National_Park,Colorado
Saguaro National Park,"Saguaro National Park is a national park of the United States in southeastern Arizona. The 92,000-acre (37,000 ha) park consists of two separate areas—the Tucson Mountain District (TMD), about 10 miles (16 km) west of Tucson, and the Rincon Mountain District (RMD), about 10 miles (16 km) east of the city. Both districts preserve Sonoran Desert landscapes, fauna, and flora, including the giant saguaro cactus.",32.17916667,-110.73694444,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Saguaro_Sunset.jpg/330px-Saguaro_Sunset.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Saguaro_National_Park,Arizona
Sequoia National Park,"Sequoia National Park is a national park of the United States in the southern Sierra Nevada east of Visalia, California. The park was established on September 25, 1890, and today protects 404,064 acres of forested mountainous terrain. Encompassing a vertical relief of nearly 13,000 feet (4,000 m), the park contains the highest point in the contiguous United States, Mount Whitney, at 14,505 feet (4,421 m) above sea level. The park is south of, and contiguous with, Kings Canyon National Park; both parks are administered by the National Park Service together as Sequoia and Kings Canyon National Parks. UNESCO designated the areas as Sequoia-Kings Canyon Biosphere Reserve in 1976.",36.56472222,-118.77277778,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/General_Sherman_Tree_in_Sequoia_National_Park_-_June_2022.jpg/330px-General_Sherman_Tree_in_Sequoia_National_Park_-_June_2022.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Sequoia_National_Park,California
Shenandoah National Park,"Shenandoah National Park is a national park of the United States that encompasses part of the Blue Ridge Mountains in Virginia. The park is long and narrow, with the Shenandoah River and its broad valley to the west, and the rolling hills of the Virginia Piedmont to the east. Skyline Drive is the main park road, generally traversing along the ridgeline of the mountains. Almost 40% of the park's land—79,579 acres —has been designated as wilderness areas and is protected as part of the National Wilderness Preservation System. The highest peak is Hawksbill Mountain at 4,051 feet (1,235 m).",38.53333333,-78.35,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Skyline_Drive_in_the_Fall_%2821852619608%29.jpg/330px-Skyline_Drive_in_the_Fall_%2821852619608%29.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Shenandoah_National_Park,Virginia
Theodore Roosevelt National Park,"Theodore Roosevelt National Park is a national park of the United States in the badlands of western North Dakota comprising three geographically separated areas. This park pays homage to the time that Theodore Roosevelt spent in the surrounding area and in the Dakota Territories before they were states. Roosevelt lived in the area after his mother and wife died hours apart on February 14, 1884. Theodore Roosevelt National Park is the only American national park named after a single person.",46.96666667,-103.45,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/View_of_Theodore_Roosevelt_National_Park.jpg/330px-View_of_Theodore_Roosevelt_National_Park.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Theodore_Roosevelt_National_Park,North Dakota
Virgin Islands National Park,"The Virgin Islands National Park is a national park of the United States preserving about 60% of the land area of Saint John, U.S. Virgin Islands, as well as more than 5,500 acres of adjacent ocean, and nearly all of Hassel Island, just off the Charlotte Amalie, Saint Thomas harbor.",18.33333333,-64.73333333,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/St_John_Trunk_Bay_3.jpg/330px-St_John_Trunk_Bay_3.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Virgin_Islands_National_Park,U.S. Virgin Islands
Voyageurs National Park,"Voyageurs National Park is a national park of the United States in northern Minnesota established in 1975. It is located near the city of International Falls. The park's name commemorates the voyageurs—French-Canadian fur traders who were the first European settlers to frequently travel through the area. Notable for its outstanding water resources, the park is popular with canoeists, kayakers, other boaters, and fishermen. The Kabetogama Peninsula, which lies entirely within the park and makes up most of its land area, is accessible only by boat. To the east of the park lies the Boundary Waters Canoe Area Wilderness.",48.5,-92.88333333,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Voyageurs_National_Park.jpg/330px-Voyageurs_National_Park.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Voyageurs_National_Park,Minnesota
White Sands National Park,"White Sands National Park is a national park of the United States located in New Mexico and completely surrounded by the White Sands Missile Range. The park covers 145,762 acres in the Tularosa Basin, including the southern 41% of a 275 sq mi (710 km2) field of white sand dunes composed of gypsum crystals. This gypsum dunefield is the largest of its kind on Earth, with a depth of about 30 feet (9.1 m), dunes as tall as 60 feet (18 m), and about 4.5 billion short tons of gypsum sand.",32.77916667,-106.17194444,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Aerial_view_of_dunefield%2C_White_Sands_National_Park%2C_New_Mexico%2C_United_States.png/330px-Aerial_view_of_dunefield%2C_White_Sands_National_Park%2C_New_Mexico%2C_United_States.png,natural,https://en.wikipedia.org/api/rest_v1/page/summary/White_Sands_National_Park,New Mexico
Wind Cave National Park," Wind Cave National Park is a national park of the United States located 10 miles (16 km) north of the town of Hot Springs in western South Dakota. Established on January 3, 1903 by President Theodore Roosevelt, it was the sixth national park in the U.S. and the first cave to be designated a national park anywhere in the world. The cave is notable for its calcite formations known as boxwork, as well as its frostwork. Approximately 95 percent of the world's discovered boxwork formations are found in Wind Cave.",43.55635,-103.47865,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Skyway_Lake%2C_stalactites%2C_Wind_Cave.jpg/330px-Skyway_Lake%2C_stalactites%2C_Wind_Cave.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Wind_Cave_National_Park,South Dakota
Wrangell–St. Elias National Park and Preserve,"Wrangell–St. Elias National Park and Preserve is a United States national park and preserve in south central Alaska. The park, the largest in the United States, covers the Wrangell Mountains and a large portion of the Saint Elias Mountains, which include most of the highest peaks in the United States and Canada, yet are within 10 miles (16 km) of tidewater, one of the highest reliefs in the world. The park's high point is Mount Saint Elias at 18,008 feet (5,489 m), the second tallest mountain in both the United States and Canada. The park has been shaped by the competing forces of volcanism and glaciation, with its tall mountains uplifted by plate tectonics. Mount Wrangell and Mount Churchill are among major volcanos in these ranges. The park's glacial features include Malaspina Glacier, the largest piedmont glacier in North America, Hubbard Glacier, the longest tidewater glacier in Alaska, and Nabesna Glacier, the world's longest valley glacier. The Bagley Icefield covers much of the park's interior, which includes 60% of the permanently ice-covered terrain in Alaska. At the center of the park and preserve, the boomtown of Kennecott exploited one of the world's richest deposits of copper from 1903 to 1938. The abandoned mine buildings and mills comprise a National Historic Landmark district.",61.435,-142.95361111,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Mt_Saint_Elias%2C_South_Central_Alaska.jpg/330px-Mt_Saint_Elias%2C_South_Central_Alaska.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Wrangell–St._Elias_National_Park_and_Preserve,Alaska
Yellowstone National Park,"Yellowstone National Park is a national park of the United States located in the northwest corner of Wyoming, with small portions extending into Montana and Idaho. It was established by the 42nd U.S. Congress through the Yellowstone National Park Protection Act and signed into law by President Ulysses S. Grant on March 1, 1872. Yellowstone was the first national park in the US, and is also widely understood to be the first national park in the world. The park is known for its wildlife and its many geothermal features, especially the Old Faithful geyser, one of its most popular. While it represents many types of biomes, the subalpine forest is the most abundant. It is part of the South Central Rockies forests ecoregion.",44.6,-110.5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Grand_Canyon_of_yellowstone.jpg/330px-Grand_Canyon_of_yellowstone.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Yellowstone_National_Park,Wyoming
Yosemite National Park,"Yosemite National Park is a national park of the United States in California. It is bordered on the southeast by Sierra National Forest and on the northwest by Stanislaus National Forest. The park is managed by the National Park Service and covers 759,620 acres in four counties – centered in Tuolumne and Mariposa, extending north and east to Mono and south to Madera. Designated a World Heritage Site in 1984, Yosemite is internationally recognized for its granite cliffs, waterfalls, clear streams, groves of giant sequoia, lakes, mountains, meadows, glaciers, and biological diversity. Almost 95 percent of the park is designated wilderness. Yosemite is one of the largest and least fragmented habitat blocks in the Sierra Nevada.",37.7425,-119.5375,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Tunnel_View%2C_Yosemite_Valley%2C_Yosemite_NP_-_Diliff.jpg/330px-Tunnel_View%2C_Yosemite_Valley%2C_Yosemite_NP_-_Diliff.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Yosemite_National_Park,California
Zion National Park,"Zion National Park is a national park of the United States located in southwestern Utah near the town of Springdale. Located at the junction of the Colorado Plateau, Great Basin, and Mojave Desert regions, the park has a unique geography and a variety of life zones that allow for unusual plant and animal diversity. Numerous plant species as well as 289 species of birds, 75 mammals, and 32 reptiles inhabit the park's four life zones: desert, riparian, woodland, and coniferous forest. Zion National Park includes mountains, canyons, buttes, mesas, monoliths, rivers, slot canyons, and natural arches. The lowest point in the park is 3,666 ft (1,117 m) at Coalpits Wash and the highest peak is 8,726 ft (2,660 m) at Horse Ranch Mountain. A prominent feature of the 229-square-mile (590 km2) park is Zion Canyon, which is 15 miles (24 km) long and up to 2,640 ft (800 m) deep. The canyon walls are reddish and tan-colored Navajo Sandstone eroded by the North Fork of the Virgin River. The park attracted 5 million visitors in 2023.",37.3,-113,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Zion_angels_landing_view.jpg/330px-Zion_angels_landing_view.jpg,natural,https://en.wikipedia.org/api/rest_v1/page/summary/Zion_National_Park,Utah
